index,Salary
0,0.14954344979154416
1,0.28723434052710367
2,0.06294768319568585
3,0.07133793646365362
4,0.18124021611698637
5,0.11092282127951812
6,0.5448487247106676
7,0.07578179575886113
8,0.08445751686220153
9,0.2359591845311759
10,0.11615668729838885
11,0.07088983049169698
12,0.5252624185121902
13,0.36404067221777864
14,0.11842206814404921
15,0.2699960751719239
16,0.06529169701560227
17,0.5926267082650923
18,0.3011948815107625
19,0.07341742204374004
20,0.20861900573164552
21,0.07326167037281274
22,0.071381500148733
23,0.06557024377537997
24,0.22996825902986387
25,0.11554905581683224
26,0.11461423116962717
27,0.11678985392685963
28,0.06305172742141402
29,0.1260355240486226
30,0.08590126302880333
31,0.5479385626135567
32,0.20256640601183407
33,0.10554596502608288
34,0.11528574915311345
35,0.305488673484584
36,0.6832111843095912
37,0.3443190366474225
38,0.07177479460559003
39,0.13831709924445773
40,0.7381422043584044
41,0.45343566768405025
42,0.12475821798113569
43,0.3638918504307075
44,0.30548213580958294
45,0.09111522192497885
46,0.37339298843505603
47,0.1517817116137612
48,0.0756537911006901
49,0.7457403580990084
50,0.755550427228651
51,0.13341854044546683
52,0.1369447670719746
53,0.19581655523275115
54,0.05990004914026894
55,0.14896356369788538
56,0.1854780687643215
57,0.07790604107672915
58,0.3052025543466555
59,0.21092053239022124
60,0.7002108724341906
61,0.06409995009109808
62,0.326193600520797
63,0.702812052100272
64,0.22639140237251829
65,0.18760305515213826
66,0.14087024261531464
67,0.174707559374866
68,0.211811156966673
69,0.07496024739262272
70,0.2691229442768149
71,0.7776083154280962
72,0.36410924134288253
73,0.13695761554778826
74,0.17185467321867526
75,0.13891808993478846
76,0.1379536466749721
77,0.0718305885865845
78,0.06352240972369966
79,0.13629907120977205
80,0.0885319289307053
81,0.23122743354253747
82,0.13472379474933693
83,0.25339867188174026
84,0.08799167136791888
85,0.09376120089652737
86,0.0869205248084226
87,0.15669188501026193
88,0.2965258042447169
89,0.08714933943457298
90,0.06018037321898964
91,0.10053567497838191
92,0.6670880273220375
93,0.12090608068902016
94,0.13077183313353566
95,0.1557429580950359
96,0.07555376267093676
97,0.31376230929482835
98,0.13893785414238172
99,0.24166912753170985
100,0.08453107348802173
101,0.49161246244602297
102,0.23917267070791778
103,0.09517643949612867
104,0.20717120120720764
105,0.06773356563786441
106,0.07165273738849236
107,0.1324747800636123
108,0.31242757701630425
109,0.187962665861376
110,0.12671688257027872
111,0.498721090714126
112,0.08610251344489812
113,0.52316924670321
114,0.08534103734294454
115,0.15667702313199613
116,0.12231410643720585
117,0.16662886387013973
118,0.0933688217202125
119,0.09389864908226334
120,0.12031084664505749
121,0.3607545286697435
122,0.6130327848492461
123,0.09899842880346721
124,0.15393230917870823
125,0.07288378953669758
126,0.06099719417446892
127,0.13146410316781032
128,0.43912440024374166
129,0.28588620605388615
130,0.3935777183845289
131,0.0916863469645873
132,0.11480141245064351
133,0.3475417516681905
134,0.7151796474918913
135,0.3728454769421102
136,0.5249507133736638
137,0.08275289535080795
138,0.060019823651886836
139,0.0916207999626686
140,0.5143860296091493
141,0.12110798001476747
142,0.08069288003048411
143,0.06085570375910356
144,0.12228118032297917
145,0.14206798595022105
146,0.10368815134171115
147,0.07532692638162451
148,0.05727920061598321
149,0.37680594217987035
150,0.7508061346567789
151,0.07169124032500758
152,0.08068404685586221
153,0.628755332744002
154,0.19255988564824875
155,0.3639582273834891
156,0.1460106607558694
157,0.13787530476637788
158,0.14353528314234107
159,0.060021905322005076
160,0.10189322877318285
161,0.07197022546934087
162,0.1497071030015467
163,0.7014860518565964
164,0.06539939566558643
165,0.48381929837294263
166,0.4259265495546003
167,0.11437943434479393
168,0.5655303366830865
169,0.23773385586318885
170,0.07019390621074935
171,0.07572432898323846
172,0.07095885410730783
173,0.08276527739232056
174,0.06386195592005876
175,0.4412709809410993
176,0.09722435160103964
177,0.07769014907951279
178,0.19357768990214735
179,0.26796978446022185
180,0.09916931363884444
181,0.6444004987744271
182,0.6192457388241609
183,0.33230674892165596
184,0.5085313222668502
185,0.0910004207219426
186,0.1994759600590162
187,0.08180560842801944
188,0.09481983730199499
189,0.5159175369277674
190,0.06423823677204236
191,0.4931153660344459
192,0.092010213601284
193,0.49456570828882035
194,0.6284833796530169
195,0.19096699178877616
196,0.235745642154121
197,0.6397217876078309
198,0.5000372613765784
199,0.08743522077454981
200,0.311790547989086
201,0.23684137746777628
202,0.18875189223462965
203,0.18305465780645808
204,0.20353042841096478
205,0.2486396962037398
206,0.1399398575855741
207,0.1442547656952323
208,0.18117359124505045
209,0.3476331882145576
210,0.05701572790291775
211,0.44932789701763703
212,0.2412424552563975
213,0.31021577028755826
214,0.49312273296525017
215,0.07963030691057203
216,0.1329714221519203
217,0.5319151148105138
218,0.08731784236378047
219,0.1056904869041459
220,0.06780625651593589
221,0.18321235870730768
222,0.13746843772699188
223,0.21045645620707976
224,0.06726405022783644
225,0.08504524590062063
226,0.2408062863994009
227,0.13600340765305205
228,0.21841394356402252
229,0.07228761913958406
230,0.15811830543835872
231,0.4580884872102737
232,0.13471637719847246
233,0.06681675948270331
234,0.30917853773664006
235,0.2753440906867432
236,0.3392945185844602
237,0.5160733821040776
238,0.06898257373114547
239,0.06585495064997923
240,0.05852817981985013
241,0.05617213137782937
242,0.3620425981163534
243,0.33647917454114046
244,0.35341398259745405
245,0.2740517281941414
246,0.09370581805850164
247,0.07130370137700064
248,0.058998088130674906
249,0.07099011267450304
250,0.2412740068038233
251,0.06658677200307982
252,0.06724214067435756
253,0.09885012609320575
254,0.239424460387986
255,0.1693549615678731
256,0.3993103210187655
257,0.10899650178986015
258,0.18448776842275283
259,0.552162572013721
260,0.15783156249133137
261,0.13764295395365517
262,0.32935610556270917
263,0.10290187569368141
264,0.1892298748228479
265,0.1709389673259113
266,0.09984655928433155
267,0.45471243457594923
268,0.2852075776630981
269,0.3147395980217056
270,0.07738551331449914
271,0.14776121964707067
272,0.1948116856701886
273,0.4559295233444605
274,0.08072098450919951
275,0.7005545173170815
276,0.055839751521665926
277,0.14928210480636558
278,0.09144740366403249
279,0.17489665779730323
280,0.275880978080308
281,0.06483877433898749
282,0.38120309379252965
283,0.07776591026718054
284,0.7292078859872658
285,0.19009287265783256
286,0.13091205769891218
287,0.21850373700102932
288,0.062275507273413085
289,0.35638538323988767
290,0.44089450508278416
291,0.250440303642479
292,0.09870892547006195
293,0.11033885380302949
294,0.10863378107990822
295,0.400341780560627
296,0.12603476059345237
297,0.09458151220776469
298,0.11697094996873461
299,0.11203883053186944
300,0.20751484390385824
301,0.22166208149721378
302,0.13423020087911025
303,0.35548429104492746
304,0.11206300378467966
305,0.06514535831560622
306,0.08115611524056249
307,0.10052994458192058
308,0.09203988197713743
309,0.39150197392203
310,0.1001789757143066
311,0.7599988229927288
312,0.37221779798815113
313,0.07597697398801026
314,0.6673056309523591
315,0.36663375007799004
316,0.1268618566163701
317,0.14391602735902836
318,0.2211562599901335
319,0.07451560943304758
320,0.05641243984328544
321,0.07200562621908378
322,0.11738075565113477
323,0.0743214644327999
324,0.1144629186804115
325,0.07477064418525213
326,0.17314901191555884
327,0.4532281790609308
328,0.11024756038641527
329,0.3085674507321593
330,0.08095906512213963
331,0.22518336057149635
332,0.4305783689967049
333,0.10871285189716658
334,0.06442097756837672
335,0.13023996189587408
336,0.13267873838402325
337,0.10218620082048599
338,0.17738880175641564
339,0.758667670429754
340,0.24814680653467064
341,0.5072677160693446
342,0.20208380002340906
343,0.7771340576505267
344,0.45298198639450865
345,0.13236147341612461
346,0.15873532339266788
347,0.20699190203921927
348,0.08978396305715301
349,0.2213452231839879
350,0.06644985920387919
351,0.144039497237404
352,0.20300694191873933
353,0.2477858715533112
354,0.09154871273956264
355,0.06856063083722463
356,0.4005501838593503
357,0.14434961914289388
358,0.1263401645904896
359,0.2169460417428337
360,0.050559348216380105
361,0.22422336381610725
362,0.21434677070208455
363,0.7360989692684216
364,0.7974199509503352
365,0.3560243883777201
366,0.0738300708299469
367,0.1064373567162363
368,0.06653385729482748
369,0.07887422163373535
370,0.13357150081852243
371,0.1442076925878406
372,0.07696983574934856
373,0.07116783746862704
374,0.1296752866815352
375,0.06831926178528464
376,0.10996674089722991
377,0.11863747221919521
378,0.5263629215516703
379,0.28303428025694566
380,0.10436882659698764
381,0.22103370440908598
382,0.4985580721518505
383,0.14716549231992684
384,0.05980534435454521
385,0.19908078949668104
386,0.1255337378040806
387,0.5666427419632291
388,0.3668207671416244
389,0.09450451992328818
390,0.18372218309627725
391,0.17570809736594853
392,0.26278957772528816
393,0.17083708767986677
394,0.12355760404542719
395,0.5054571741636813
396,0.07233917779716077
397,0.7781191707988929
398,0.144614966702231
399,0.1221574849588464
400,0.37959449644522747
401,0.7333573318639679
402,0.5621288097549267
403,0.5872912340454082
404,0.19334397738622897
405,0.09001155831647242
406,0.10034324563919751
407,0.26342968285436424
408,0.1824896446553019
409,0.1403276618782957
410,0.07680250487147268
411,0.0917181275222398
412,0.0464200411678074
413,0.6578951110157717
414,0.3471197197047345
415,0.07870247818120969
416,0.14305227104364254
417,0.31766074767614044
418,0.1838460137008362
419,0.06206385505644983
420,0.08227798671535314
421,0.12477929156391272
422,0.197196835389703
423,0.13047715655756478
424,0.0722155661489691
425,0.48201676808532806
426,0.0778718601681612
427,0.3518415327918326
428,0.1172406308378602
429,0.06678076002032395
430,0.10367368670120146
431,0.16004354531552656
432,0.07387779980756869
433,0.19641610103414794
434,0.521291795766739
435,0.08774144546796174
436,0.061946916338353364
437,0.11751851432391523
438,0.3623616350533896
439,0.08422119756824055
440,0.1554229285030095
441,0.06306424409990563
442,0.12421301204610462
443,0.17912142575227782
444,0.22558359462095928
445,0.048390982981871375
446,0.19121096695927944
447,0.5691706489647036
448,0.09337796471677617
449,0.09458061013351482
450,0.055513797105914045
451,0.11844317423941332
452,0.5139586562305203
453,0.16768653305420966
454,0.06859857211632303
455,0.08579227399096169
456,0.26757277988484823
457,0.12221564312137692
458,0.11171755055923409
459,0.6586674852088211
460,0.13418200889507828
461,0.10325648341251754
462,0.42587663949866783
463,0.17763100024747128
464,0.46317540877604607
465,0.36841221898325405
466,0.0640201347141869
467,0.11335043105501458
468,0.061257072557471766
469,0.20570949403938532
470,0.08816062859755822
471,0.8017017202536283
472,0.0977565818864952
473,0.6051728440937195
474,0.7266662618864929
475,0.5747445898674962
476,0.36168716064610096
477,0.08686765287782956
478,0.12043367826225837
479,0.10980591524606444
480,0.15841955687349038
481,0.6522877942581128
482,0.5479820205813641
483,0.1174133572956702
484,0.1836915892946442
485,0.09516956868705836
486,0.33056767737167564
487,0.08997045089191529
488,0.38482244657797543
489,0.06867398861243566
490,0.12344825939481871
491,0.2953465882684243
492,0.2886447763045565
493,0.1557279230550117
494,0.3518581626697783
495,0.18031812562317925
496,0.10302132338801358
497,0.12280686713948465
498,0.5450503827798148
499,0.19569224247206438
500,0.5728180631889769
501,0.22174720421453745
502,0.12291587885047867
503,0.15178735305103822
504,0.1161899486502675
505,0.48476704053585434
506,0.3392945185844602
507,0.12426867900176508
508,0.5970036289541442
509,0.08422119756824055
510,0.08631367119553716
511,0.1445305021602769
512,0.06684349700633428
513,0.08919585708722062
514,0.21988102720276673
515,0.26053742809228364
516,0.14256495177205417
517,0.054621859067060616
518,0.05785588373432276
519,0.706200226565354
520,0.1551285739680743
521,0.10551765910954389
522,0.18356035000776863
523,0.15314865466009053
524,0.37323476071071027
525,0.10440982259605543
526,0.1488369727551087
527,0.1916991261981468
528,0.39141828202990886
529,0.10648839365576149
530,0.6593210075177581
531,0.22520614075476478
532,0.4973440430256755
533,0.06403176248549657
534,0.07265306863073065
535,0.5701647021772376
536,0.0683600068887271
537,0.1351791135643788
538,0.16459495278806185
539,0.06816308745521563
540,0.42876063754319843
541,0.45816792165286646
542,0.4893887306442681
543,0.4102874863446966
544,0.2555596932214697
545,0.21484101965407076
546,0.1150527457130552
547,0.22395751747346637
548,0.2495911690376916
549,0.06973220103926984
550,0.6357794259144488
551,0.1719944777543665
552,0.13536275789877408
553,0.06281159420510798
554,0.4758027547198355
555,0.06916643096758499
556,0.1766356380190133
557,0.3849397845689185
558,0.42369297031091385
559,0.0738443521969331
560,0.08872462740907923
561,0.12186842916712659
562,0.14681611876158193
563,0.1971797587654583
564,0.30682483126975796
565,0.06343531537518064
566,0.25418732434359886
567,0.17901601328923347
568,0.22802800671171342
569,0.0660439158016781
570,0.10152912965007035
571,0.45869402044598045
572,0.08357137653618316
573,0.46729989333168354
574,0.38914241360916585
575,0.32218420572456763
576,0.08941408904863814
577,0.14004018182886957
578,0.525123563336041
579,0.12531306053113053
580,0.3988198231088082
581,0.06492314303238347
582,0.1826677791181049
583,0.08792566282777539
584,0.05834244754691744
585,0.6862624209738418
586,0.07453511748228986
587,0.07558070902613556
588,0.12419353636443359
589,0.08999543062978271
590,0.45047069166889003
591,0.6009043375188198
592,0.358768165879948
593,0.08942337599291321
594,0.2759818351183863
595,0.07297507273441664
596,0.19000688215315198
597,0.09282241950009713
598,0.6596811187820695
599,0.6513252785686126
600,0.3543661811958897
601,0.4215174536121717
602,0.11684755754914307
603,0.11094262138544225
604,0.34655121590503996
605,0.15621152193511892
606,0.08104452165806793
607,0.056341959046632355
608,0.3963326130822802
609,0.07610026332645699
610,0.10996145084056189
611,0.4722655159118109
612,0.07368745906705433
613,0.07122648366458487
614,0.07419255366549456
615,0.2181656861189333
616,0.18685179925165515
617,0.2820493161443475
618,0.2545575117796948
619,0.2228706787308366
620,0.07448683151901718
621,0.06812823300631965
622,0.12904470929278433
623,0.531127732504601
624,0.14883778250880542
625,0.06256027684910546
626,0.12597645194275192
627,0.32300291318840285
628,0.08953530203945619
629,0.36645998491718057
630,0.12669475649699
631,0.06536318867280369
632,0.08044530933099894
633,0.11790893447257056
634,0.40709038742333736
635,0.7350014472577365
636,0.5124274966296876
637,0.15589349728841462
638,0.07239086243731811
639,0.5839883028495654
640,0.16336826027242546
641,0.14554131019659344
642,0.062181334542559835
643,0.07538418972802609
644,0.14166563251778125
645,0.1618043103604075
646,0.20726590737428818
647,0.17060547834916118
648,0.10311235431504119
649,0.05718563472083253
650,0.11694306063153416
651,0.16067252777262267
652,0.13982536994270164
653,0.15375335603023688
654,0.06597792504583007
655,0.5143835699901093
656,0.0732380563783682
657,0.33614874912735815
658,0.4642547267663958
659,0.3177122031960115
660,0.7088485143186002
661,0.10322237292160188
662,0.5362383321200991
663,0.5235782784303551
664,0.7670178436175011
665,0.12441340453215112
666,0.07470420562467896
667,0.4010221749738415
668,0.07738090335722973
669,0.07301305430351519
670,0.14696351439023553
671,0.12111302906257154
672,0.2892035326593511
673,0.16091918140675798
674,0.2156005403411421
675,0.19302096534899704
676,0.28712252001387073
677,0.26530001336052894
678,0.7970010924291894
679,0.2909208747068163
680,0.09790417501504191
681,0.28207920718650464
682,0.1358815750912679
683,0.4254293874872112
684,0.16827942744770374
685,0.21935040889266105
686,0.09101838633858567
687,0.1539530878731151
688,0.4051011969020393
689,0.0688403047861162
690,0.0943747476751189
691,0.09015308476671204
692,0.14065936254603842
693,0.06431711765390134
