index,0,1,2
0,0.14954344979154416,0.6297952469430841,
1,0.28723434052710367,0.4014820891911697,
2,0.06294768319568585,0.7730232884455951,
3,0.07133793646365362,0.7547412612182828,4062.9720611874423
4,0.18124021611698637,0.6162463849943721,4715.992511247247
5,0.11092282127951812,0.7174548340105932,5131.599631253375
6,0.5448487247106676,0.31818715349576293,
7,0.07578179575886113,0.7519008016267265,
8,0.08445751686220153,0.7318896782890735,
9,0.2359591845311759,0.581329536151643,
10,0.11615668729838885,0.6711194131021647,3418.0960351119907
11,0.07088983049169698,0.765784786521625,4423.369485093843
12,0.5252624185121902,0.27256271982143454,4932.763550743126
13,0.36404067221777864,0.47424061056066497,5291.284491490114
14,0.11842206814404921,0.6719922613033237,
15,0.2699960751719239,0.5457049912994371,
16,0.06529169701560227,0.768879121257381,
17,0.5926267082650923,0.5906033546821694,
18,0.3011948815107625,0.4177431904708184,4030.1672858617553
19,0.07341742204374004,0.7639414775992995,4699.215065603555
20,0.20861900573164552,0.5087753873716876,5120.470986494357
21,0.07326167037281274,0.7503412439943286,
22,0.071381500148733,0.7656034422730366,
23,0.06557024377537997,0.7596562004627382,
24,0.22996825902986387,0.5856015277719181,
25,0.11554905581683224,0.6765440261491871,3381.4120326421053
26,0.11461423116962717,0.7125121101802887,4411.962944229276
27,0.11678985392685963,0.6898556433409871,4926.349503069418
28,0.06305172742141402,0.7735155823052552,5287.1565058245415
29,0.1260355240486226,0.6809715006685405,
30,0.08590126302880333,0.7261160605672097,
31,0.5479385626135567,0.5430600346651632,
32,0.20256640601183407,0.6101335628572823,
33,0.10554596502608288,0.7048455013067382,4028.4766497043815
34,0.11528574915311345,0.7083392163635233,4699.443861271028
35,0.305488673484584,0.5169931696647531,5121.443577501988
36,0.6832111843095912,0.6830325539160289,
37,0.3443190366474225,0.48204320111692944,
38,0.07177479460559003,0.7559255059810277,
39,0.13831709924445773,0.6600124187758024,
40,0.7381422043584044,0.7381533925317205,3407.4447291678957
41,0.45343566768405025,0.4597926054005429,4422.505808005357
42,0.12475821798113569,0.662513873712493,4934.087003455023
43,0.3638918504307075,0.47112954776840715,5293.704354460368
44,0.30548213580958294,0.5009432786936457,
45,0.09111522192497885,0.7191618895956328,
46,0.37339298843505603,0.46012687958311377,
47,0.1517817116137612,0.6234680678416379,
48,0.0756537911006901,0.7423673279660932,4058.1065778788143
49,0.7457403580990084,0.7457321174302226,4716.697751041765
50,0.755550427228651,0.7555446430500175,5134.510454087214
51,0.13341854044546683,0.6507392621673461,
52,0.1369447670719746,0.6391309510710727,
53,0.19581655523275115,0.6255291299506321,
54,0.05990004914026894,0.7709006343402862,
55,0.14896356369788538,0.6353878954606389,3490.984184143945
56,0.1854780687643215,0.577596718512903,4454.4211460205
57,0.07790604107672915,0.748014898926397,4955.737218327679
58,0.3052025543466555,0.4596384128208472,5310.789177082533
59,0.21092053239022124,0.60038659423002,
60,0.7002108724341906,0.7001325634662151,
61,0.06409995009109808,0.7722279782316464,
62,0.326193600520797,0.45543023285418094,
63,0.702812052100272,0.7028571877198639,4116.498234062887
64,0.22639140237251829,0.5816385101584401,4750.275777381345
65,0.18760305515213826,0.5540458254070723,5159.328543422676
66,0.14087024261531464,0.6415531238742429,
67,0.174707559374866,0.6252963527804469,
68,0.211811156966673,0.5546276542549179,
69,0.07496024739262272,0.7526757472252663,
70,0.2691229442768149,0.49134363785952023,3617.5628914947843
71,0.7776083154280962,0.7776067241242761,4505.977263935927
72,0.36410924134288253,0.424268240001899,4990.610907012614
73,0.13695761554778826,0.6450908530476629,5338.028677341347
74,0.17185467321867526,0.6456854668203144,
75,0.13891808993478846,0.6315916043535594,
76,0.1379536466749721,0.6494684889966684,
77,0.0718305885865845,0.7621726469136066,2312.963747170566
78,0.06352240972369966,0.7690164557625102,4199.1037033495795
79,0.13629907120977205,0.6513168497594091,4798.863942742324
80,0.0885319289307053,0.7218381417231823,5195.253586505096
81,0.23122743354253747,0.5896899103196686,
82,0.13472379474933693,0.6975078405424985,
83,0.25339867188174026,0.49059802368363314,
84,0.08799167136791888,0.7421537504204051,
85,0.09376120089652737,0.7215731242263371,3771.04691803733
86,0.0869205248084226,0.7323124675272468,4574.621840464973
87,0.15669188501026193,0.6099935958069123,5037.649894583493
88,0.2965258042447169,0.4830268166044055,5374.8297144126045
89,0.08714933943457298,0.7413036515647403,
90,0.06018037321898964,0.7720299948505883,
91,0.10053567497838191,0.72508270432108,
92,0.6670880273220375,0.6667924330829919,2964.3192029456045
93,0.12090608068902016,0.705682031691429,4300.543789572118
94,0.13077183313353566,0.695728184048902,4860.717886731751
95,0.1557429580950359,0.6668998833111955,5241.401649248017
96,0.07555376267093676,0.7499831064677438,
97,0.31376230929482835,0.4805333647866517,
98,0.13893785414238172,0.6286918536481908,
99,0.24166912753170985,0.5827879259530683,
100,0.08453107348802173,0.7320644480879277,3938.5804171951036
101,0.49161246244602297,0.29163758530271616,4657.401498914618
102,0.23917267070791778,0.5382441677821872,5095.5404283545395
103,0.09517643949612867,0.7136259661791159,
104,0.20717120120720764,0.619105650492052,
105,0.06773356563786441,0.763325370451206,
106,0.07165273738849236,0.7577732593482462,
107,0.1324747800636123,0.6536267145234799,3368.4860811036906
108,0.31242757701630425,0.47345233562016437,4415.607215928208
109,0.187962665861376,0.6246434094505313,4933.871003982826
110,0.12671688257027872,0.6680071465896675,5296.725220120547
111,0.498721090714126,0.47267817644203075,
112,0.08610251344489812,0.7474558594341769,
113,0.52316924670321,0.5290032064199451,
114,0.08534103734294454,0.7265315858053475,
115,0.15667702313199613,0.6619888664524035,4111.597421169827
116,0.12231410643720585,0.6624460950113741,4751.339115642687
117,0.16662886387013973,0.623321392307379,5162.834457871734
118,0.0933688217202125,0.7157227951307401,
119,0.09389864908226334,0.7090506433059576,
120,0.12031084664505749,0.6648191439246626,
121,0.3607545286697435,0.3693299632141164,
122,0.6130327848492461,0.6116485149322513,3686.2559137224875
123,0.09899842880346721,0.7096147108784058,4539.830432820669
124,0.15393230917870823,0.6265374768210078,5016.322334217365
125,0.07288378953669758,0.7611017870859795,5360.091122039461
126,0.06099719417446892,0.7725033760853958,
127,0.13146410316781032,0.6613033813074085,
128,0.43912440024374166,0.4580719849090699,
129,0.28588620605388615,0.38172440353621323,2872.21164835929
130,0.3935777183845289,0.38611863240756855,4284.948516494092
131,0.0916863469645873,0.737292653307049,4853.696812699188
132,0.11480141245064351,0.6751746764486737,5238.058550643758
133,0.3475417516681905,0.4628183417034916,
134,0.7151796474918913,0.7151447910880637,
135,0.3728454769421102,0.4004857784472235,
136,0.5249507133736638,0.5317204067467668,
137,0.08275289535080795,0.7351423844463045,3956.790594920945
138,0.060019823651886836,0.7752943596503252,4669.688271941593
139,0.0916207999626686,0.7174989695612838,5106.177213276752
140,0.5143860296091493,0.2477863920311711,
141,0.12110798001476747,0.7009395539399751,
142,0.08069288003048411,0.7427710061936663,
143,0.06085570375910356,0.7774205835111506,
144,0.12228118032297917,0.697076686597738,3471.8428161225875
145,0.14206798595022105,0.6811483125083101,4455.746317374927
146,0.10368815134171115,0.7163068021578095,4962.114354604698
147,0.07532692638162451,0.7540663557106839,5319.798298710694
148,0.05727920061598321,0.782088133975477,
149,0.37680594217987035,0.46506617940616596,
150,0.7508061346567789,0.7508013431469704,
151,0.07169124032500758,0.7598242471870534,2170.8188579651296
152,0.08068404685586221,0.746111105737177,4196.458335298092
153,0.628755332744002,0.6282958356585087,4802.545509139883
154,0.19255988564824875,0.5841388890400729,5201.733920955022
155,0.3639582273834891,0.45224057905625464,
156,0.1460106607558694,0.6677985944112977,
157,0.13787530476637788,0.6371555163209865,
158,0.14353528314234107,0.6345079083684352,
159,0.060021905322005076,0.7748118611239776,3858.942880286283
160,0.10189322877318285,0.7009527167563187,4622.4801895071105
161,0.07197022546934087,0.7558022010614814,5074.64973407393
162,0.1497071030015467,0.6531277870764607,
163,0.7014860518565964,0.7014588048839167,
164,0.06539939566558643,0.7668318342942053,
165,0.48381929837294263,0.49606434390293674,
166,0.4259265495546003,0.47418355214225794,3345.8502233496015
167,0.11437943434479393,0.6798092899162529,4413.880213881522
168,0.5655303366830865,0.19957991060659833,4936.506831143278
169,0.23773385586318885,0.5353330249722771,5301.523423825362
170,0.07019390621074935,0.7580002161822526,
171,0.07572432898323846,0.7605108160646363,
172,0.07095885410730783,0.7638267075041408,
173,0.08276527739232056,0.7475327317549156,
174,0.06386195592005876,0.7705545971925829,4162.415872656673
175,0.4412709809410993,0.35666620997904924,4784.443558873194
176,0.09722435160103964,0.7139168023488718,5189.7587278397905
177,0.07769014907951279,0.745881055049526,
178,0.19357768990214735,0.619232185900844,
179,0.26796978446022185,0.5531072943129074,
180,0.09916931363884444,0.7348851462970571,
181,0.6444004987744271,0.6446899096074354,3838.0872645620175
182,0.6192457388241609,0.6194177168410687,4614.249607405733
183,0.33230674892165596,0.4010399876493117,5070.248621011659
184,0.5085313222668502,0.5115543779096202,5404.31517204837
185,0.0910004207219426,0.7297606220521371,
186,0.1994759600590162,0.6155839674344428,
187,0.08180560842801944,0.7366982936663345,
188,0.09481983730199499,0.7282061521510439,3355.7005230565896
189,0.5159175369277674,0.2290215080938662,4419.32857605807
190,0.06423823677204236,0.7677116146368208,4941.3881907263
191,0.4931153660344459,0.5056288120775166,5306.244501929152
192,0.092010213601284,0.7218708069374739,
193,0.49456570828882035,0.4670078894685279,
194,0.6284833796530169,0.6276796268226009,
195,0.19096699178877616,0.5640629858491097,1939.4015146331342
196,0.235745642154121,0.5028766074931629,4188.39121292458
197,0.6397217876078309,0.6400562683039573,4800.984180194202
198,0.5000372613765784,0.5115317175689701,5202.870230088307
199,0.08743522077454981,0.7356216108584585,
200,0.311790547989086,0.5031355150770964,
201,0.23684137746777628,0.5823880265748232,
202,0.18875189223462965,0.5660223432085538,
203,0.18305465780645808,0.6278543869006498,3899.3356383560213
204,0.20353042841096478,0.5179473412755331,4645.918760373298
205,0.2486396962037398,0.5736322339186047,5093.321347961546
206,0.1399398575855741,0.6835139613840848,
207,0.1442547656952323,0.6227803084121749,
208,0.18117359124505045,0.5560426248304018,
209,0.3476331882145576,0.4857344106960618,
210,0.05701572790291775,0.7871705776361114,3497.414989130646
211,0.44932789701763703,0.4817742073784126,4471.527403802028
212,0.2412424552563975,0.45706153082911805,4976.478235785906
213,0.31021577028755826,0.35524018878573804,5333.775774341689
214,0.49312273296525017,0.5054421397976815,
215,0.07963030691057203,0.7483231098350658,
216,0.1329714221519203,0.6453418936840545,
217,0.5319151148105138,0.2715743894729067,2739.8048308388557
218,0.08731784236378047,0.7471831275352036,4270.332724665472
219,0.1056904869041459,0.7190824056586552,4850.86565982365
220,0.06780625651593589,0.7632209528406882,5240.388069328115
221,0.18321235870730768,0.6222750225798442,
222,0.13746843772699188,0.6393854488015978,
223,0.21045645620707976,0.6121277178093973,
224,0.06726405022783644,0.7629738758693624,
225,0.08504524590062063,0.7463597341539854,4029.1010045353732
226,0.2408062863994009,0.5800989615764781,4714.480241669165
227,0.13600340765305205,0.6555980374966228,5142.48898392328
228,0.21841394356402252,0.5523525217013388,
229,0.07228761913958406,0.7592278295347311,
230,0.15811830543835872,0.6193494949445305,
231,0.4580884872102737,0.4594919353780915,
232,0.13471637719847246,0.6565789786040187,3720.4670711254757
233,0.06681675948270331,0.768564932354014,4564.496791459858
234,0.30917853773664006,0.4451014670535152,5039.402325267112
235,0.2753440906867432,0.5528477415447814,5382.803151917189
236,0.3392945185844602,0.4333576373028991,
237,0.5160733821040776,0.35939438600439183,
238,0.06898257373114547,0.7552909403682556,
239,0.06585495064997923,0.7682562807330573,3268.772558042621
240,0.05852817981985013,0.7777040334470874,4396.7329661329395
241,0.05617213137782937,0.7800871450460222,4930.275389455703
242,0.3620425981163534,0.4709236934077966,5300.353113604728
243,0.33647917454114046,0.49339302822578057,
244,0.35341398259745405,0.4212220706107812,
245,0.2740517281941414,0.5089761520532752,
246,0.09370581805850164,0.7250462118724675,2120.3559832876085
247,0.07130370137700064,0.7616939527775914,4204.581427242279
248,0.058998088130674906,0.7719866026397557,4814.010070174309
249,0.07099011267450304,0.7587203219938076,5214.952918829026
250,0.2412740068038233,0.5256703184215551,
251,0.06658677200307982,0.7671722700317806,
252,0.06724214067435756,0.7702823987799954,
253,0.09885012609320575,0.7228212791796879,
254,0.239424460387986,0.5404499108495019,3976.5980607433544
255,0.1693549615678731,0.6438204763454675,4689.156185321155
256,0.3993103210187655,0.45909743408007564,5126.267805466076
257,0.10899650178986015,0.714529119222994,
258,0.18448776842275283,0.6244858109732805,
259,0.552162572013721,0.5538177525084079,
260,0.15783156249133137,0.6530668460745925,
261,0.13764295395365517,0.6441053599961236,3689.947180634811
262,0.32935610556270917,0.4874716031876812,4553.738764547836
263,0.10290187569368141,0.6914457647053573,5033.896264991498
264,0.1892298748228479,0.6282050640331079,5379.895306337339
265,0.1709389673259113,0.5975426957433772,
266,0.09984655928433155,0.7036367351442069,
267,0.45471243457594923,0.4804287277160001,
268,0.2852075776630981,0.5451292928896228,3285.947961038727
